,user_id,total_events,Baja_usuario,events_last_month,total_months,rate_events,age,gender,height,seniors_exercise_level,traits_language_code,os_name,device_type
357401,8qcf7kOvaIXRhtFTKaXRMX521Fp1,51,1,50.0,1,51.0,61.0,1,157.0,1.0,1,1,1
357452,8rJa75GcNrf337qjxAzXzY5XHOt2,182,0,39.0,2,91.0,73.0,1,162.0,1.0,1,1,1
357634,8rY2y9RvO1XmaGaOLWYXA43jlWR2,159,1,158.0,1,159.0,64.0,1,158.0,2.0,1,2,2
357793,8rnilPYuO5eJRNitHbOi8VtEGw93,253,1,252.0,1,253.0,60.0,0,170.0,1.0,1,1,1
358046,8sAGFDnvHxMdjmvhjhI3B5F5P6f1,74,1,73.0,1,74.0,61.0,1,172.0,1.0,1,1,1
358120,8sINAjNssgaFvHukeJPWfAOpqvI2,35,1,34.0,1,35.0,70.0,1,170.0,2.0,2,1,1
358155,8sTe3jpxKtUXtHsd0CByeYsuSYA3,164,1,163.0,1,164.0,67.0,1,160.0,1.0,1,1,1
358319,8sct63phxlWwR08UHFWxJraRPUC2,271,1,270.0,1,271.0,65.0,1,157.0,2.0,1,2,2
358590,8sgmWg5dtQenfSRyUVbUfJkjsjK2,187,0,186.0,1,187.0,74.0,1,165.0,2.0,1,1,1
358777,8srdsvlN6WRcytICpfqwE5Etdvs2,134,1,133.0,1,134.0,65.0,1,157.0,1.0,1,1,1
358911,8t08z0rlVISbDl9U2PW5G0RTmpp2,24,1,23.0,1,24.0,65.0,1,159.0,1.0,1,1,1
358935,8uJkGHsDltMe8tnNN8B9mtOg7973,37,1,36.0,1,37.0,64.0,1,163.0,1.0,1,1,1
358972,8uKDXacfSRhHT7n6Jrw0d3XHzty1,113,1,112.0,1,113.0,69.0,1,167.0,2.0,1,1,1
359085,8uqtmDMPhHYdxYqIVmSIieGZKgR2,180,1,179.0,1,180.0,47.0,0,183.0,2.0,1,1,1
359265,8uu3OilSLdb4BKccfSnEwsUkxy32,105,1,104.0,1,105.0,61.0,1,163.0,2.0,1,1,1
359370,8v7a9Y72d9aD2KddXi7J4ad3JZ33,142,0,141.0,1,142.0,67.0,1,166.0,1.0,1,2,2
359512,8w2KJBvWn0PLLvQwCNpw979whRY2,149,0,148.0,1,149.0,62.0,0,170.0,2.0,1,2,2
359661,8wA7idZN3EYLg7wPEzkip5ZQKKG2,34,1,33.0,1,34.0,60.0,1,170.0,2.0,1,1,1
359695,8wSdXhVxwpZjZOdWSkk1VW1NIw42,35,1,34.0,1,35.0,61.0,1,171.0,2.0,1,1,1
359730,8wX0l1AVatSGzmBQYbIVryF7Po43,124,1,123.0,1,124.0,61.0,1,156.0,2.0,1,2,2
359854,8wepQSsFTJV9cmV66s8YN0RjqtC2,107,0,6.0,5,21.4,63.0,1,158.0,1.0,1,2,2
359961,8wnxTBPslsUK6TRE21d26DkMA8T2,466,1,465.0,1,466.0,60.0,1,170.0,1.0,1,2,2
360427,8wxG97hSHyMOnjjQR7eKEI4G6Mi1,34,1,13.0,3,11.333333333333334,64.0,1,150.0,1.0,1,1,1
360461,8xOhrGYvl9SgUgBjXBwkvtLGnbO2,157,0,156.0,1,157.0,66.0,1,162.0,2.0,1,2,2
360618,8xPBsthyghNNwSeK1od4Gtor1OU2,170,1,169.0,1,170.0,58.0,1,162.0,1.0,1,1,1
360788,8xUYImFfrFbpRvrPySFqlnt6Raj1,48,1,47.0,1,48.0,66.0,1,153.0,2.0,1,2,2
360836,8xYSQaWuingEluSZj7lYe4UB9x72,29,1,28.0,1,29.0,58.0,1,163.0,1.0,1,1,1
360865,8xlKuC5hZQM2RutqIzY8ZCrlhfg2,250,1,249.0,1,250.0,68.0,1,150.0,2.0,1,2,2
361115,8xv9WbpaQfdPyFXmrMLDPng4jwA3,78,0,77.0,1,78.0,61.0,1,178.0,1.0,2,1,1
361193,8xxwyvUhfGhgNlmufddzbqbbXKg2,67,0,6.0,7,9.571428571428571,62.0,1,167.0,1.0,1,1,1
361260,8yZOyrDGUNXm6pdgLRMmG6tW8p62,86,1,85.0,1,86.0,62.0,1,169.0,2.0,1,2,2
361346,8ygtzd5nURTI6wVZDbpXB4n477G3,30,1,29.0,1,30.0,64.0,1,162.0,2.0,1,2,2
361376,8ymaOg6l9Vb1vDVHxrzWySeh2k73,28,1,27.0,1,28.0,62.0,1,169.0,1.0,1,1,1
361404,8yuYILSKU7h1qcYSg3b17jxsxTM2,246,0,245.0,1,246.0,62.0,1,165.0,2.0,2,2,2
361650,8yy9ZKGWCQPaGwpy4wWSMeXLMov2,236,0,235.0,1,236.0,63.0,1,155.0,2.0,1,2,2
361886,8z6pA7GjSJaNQVwioXkIrw6Mrfq2,132,0,131.0,1,132.0,61.0,1,164.0,2.0,1,3,2
362018,8zL8ZYkBS4fMlaUwSaCxovwV7ug1,142,1,141.0,1,142.0,63.0,1,164.0,2.0,1,2,2
362160,8zNfmpUULyONqF992rmD2XCbFLG3,106,1,105.0,1,106.0,65.0,1,157.0,2.0,1,1,1
362266,8zSLCis10zNDMsGBU1z85Ixf6ey1,122,1,121.0,1,122.0,79.0,1,165.0,2.0,1,2,2
362388,8zgOBb8PbDeSfWpWzBbhrebXsTe2,89,1,88.0,1,89.0,72.0,1,150.0,1.0,1,1,1
362477,8zjhHWdlorMcfc9ndFyNjo2zI572,33,1,32.0,1,33.0,59.0,1,165.0,1.0,1,1,1
362510,8zkWuqw8cKRhDpvdIctI5dczGQ52,104,1,103.0,1,104.0,63.0,1,165.0,2.0,1,2,2
362614,904OhMi9QYYphMRlipxMzwT7A2k1,42,1,41.0,1,42.0,54.0,1,156.0,1.0,1,2,2
362656,90TK0QGavyQNYPFDclzm0Rgr7m02,31,1,7.0,2,15.5,67.0,1,162.0,1.0,1,2,2
362687,90feNHaUUeY0uRGwOkWDbNMus0q1,49,1,48.0,1,49.0,52.0,1,165.0,2.0,1,1,1
362736,915jw0SBIyYHlLS4jQsklAz34zQ2,80,1,39.0,3,26.666666666666668,60.0,1,153.0,1.0,1,2,2
362816,91AE8EjcPUcYvVF95tqsrXZM7HN2,186,0,185.0,1,186.0,66.0,0,160.0,2.0,1,2,2
363002,91gz3rH3HvPud4z1Y2ZiFhLLCUN2,471,0,470.0,1,471.0,60.0,1,170.0,1.0,1,2,2
363473,92NUAkFFnocu7la4Oa5LyJt43Zw1,97,1,96.0,1,97.0,68.0,1,163.0,2.0,2,2,2
363570,92PSEV0RledcRI25ya0rnNGQowi2,21,1,20.0,1,21.0,66.0,1,158.0,1.0,1,1,1
363591,92fnhoK6gjcckxMojkhYgvJEDZF3,137,0,50.0,6,22.83333333333333,59.0,1,163.0,1.0,1,2,2
363728,935Uz35favbYMkUqYphjmHPrCzC3,116,1,115.0,1,116.0,51.0,0,179.0,2.0,1,1,1
363844,937nraO8T0eKAoOnmJgFj6toSir1,63,1,62.0,1,63.0,60.0,0,170.0,1.0,1,1,1
363907,938dtISjPgWZ42FjmqqXiAtL94U2,274,0,273.0,1,274.0,71.0,1,157.0,2.0,2,2,2
364181,93SLn9c98IX4hxEkditg30982h12,60,1,59.0,1,60.0,54.0,1,164.0,1.0,1,2,2
364241,93ebUOCG95Srsw4tdGyTAbQ7Ih32,188,0,186.0,1,188.0,64.0,1,171.0,3.0,2,2,2
364429,93efOitsf3bUCadpuLrs2DUpnN43,21,1,20.0,1,21.0,54.0,0,175.0,1.0,1,1,1
364450,93zwCNXNFicXJ3RKWN0B8QkuKBd2,118,1,117.0,1,118.0,63.0,1,167.0,1.0,2,2,2
364568,94CLHEwPYlcG8KpWVeuaa0Wup2x2,31,1,30.0,1,31.0,52.0,1,168.0,3.0,1,1,1
364599,94d7znuIx5hhU6QNBe2i9Fvynxs2,52,0,17.0,6,8.666666666666666,62.0,1,158.0,1.0,1,1,1
364651,94lMw80wSQaqbRFc3e7Ko55E2E33,134,0,133.0,1,134.0,60.0,1,170.0,1.0,1,3,2
364785,9531t9Yp0scGZ7m6NO1TUfaLpLu1,69,0,68.0,1,69.0,66.0,1,168.0,2.0,1,1,1
364854,95Hur0Rh9GVHd9dpzvuAmKXMIpo2,140,1,139.0,1,140.0,65.0,1,161.0,2.0,2,2,2
364994,95Qzwn8qQwVbHZ9GVvvxhmmMHbj2,140,0,139.0,1,140.0,68.0,1,152.0,2.0,2,1,1
365134,95RdzGpAcmUhDSBPdpCLTtfugRK2,35,1,34.0,1,35.0,64.0,1,164.0,1.0,1,1,1
365169,95VcHi9woLdSAkYVFdTWATSTlli1,109,0,108.0,1,109.0,64.0,0,180.0,2.0,1,1,1
365278,95rCFycZB0Qv6NOxU8jM6ihdRxY2,117,1,116.0,1,117.0,56.0,1,170.0,1.0,1,1,1
365395,95zSJUcddHbZG9PahGkMHcjcqb02,38,1,37.0,1,38.0,68.0,1,160.0,3.0,1,2,2
365433,96AOiSflUSf0bGklFq6zjS0BjCB3,189,0,36.0,2,94.5,67.0,1,150.0,2.0,1,1,1
365622,96TMIEnInIMAIbyCt6JnqR11N6t2,129,0,11.0,2,64.5,60.0,1,154.0,2.0,1,2,2
365751,96dtMDwa1Ha9zyWAI9Y8Iu4UWMf1,97,0,96.0,1,97.0,61.0,1,157.0,2.0,1,2,2
365848,96hmh0wpyOdKO9NJKyj2PaIwG0U2,243,0,242.0,1,243.0,65.0,1,157.0,2.0,1,2,2
366091,96uxnDCEnTc5chB9WQYtjXIcNCQ2,18,1,17.0,1,18.0,67.0,1,165.0,1.0,1,1,1
366109,977CdIyiVvdONJTLWUOQg0yaqIN2,231,0,230.0,1,231.0,62.0,1,158.0,2.0,1,1,1
366340,978zY98dU6aQ0kNCxpt2CQwoSV02,26,1,25.0,1,26.0,59.0,0,169.0,3.0,1,1,1
366366,97GARQh5DDPwzYwg55nVdDlUIES2,140,1,139.0,1,140.0,69.0,1,165.0,1.0,1,3,2
366506,97JeG0SEeeOqe0qOL01iF6MvR942,78,1,77.0,1,78.0,53.0,1,170.0,2.0,2,1,1
366584,97NAl8P7T3WrZ4YudKA3CjQMiZ22,31,1,30.0,1,31.0,58.0,1,160.0,1.0,1,1,1
366615,97OPcQNGAYOOA1i7fKow8d1JifH2,31,1,30.0,1,31.0,58.0,1,171.0,1.0,2,1,1
366646,97R9CmKgfwSWasQJ86jQ7iKQcQH2,60,1,18.0,5,12.0,57.0,1,165.0,3.0,1,1,1
366706,98CFCF7dE6eGIo9mHXE3xlhkmKh2,34,1,33.0,1,34.0,74.0,1,160.0,1.0,1,1,1
366740,98KLLZZO2SPTx6B3uSHSckullVE2,198,0,192.0,4,49.5,64.0,1,171.0,2.0,2,2,2
366938,98l9FbywSkTOHRPFVb8UGZ9qJXs2,27,1,26.0,1,27.0,63.0,0,174.0,1.0,1,1,1
366965,98y6QqLzyIfTpQpbjJRwIMrF0b03,120,1,119.0,1,120.0,61.0,1,165.0,2.0,1,2,2
367085,98zJiyBdEkhrQ5sSz24Pqff9pJc2,33,1,32.0,1,33.0,60.0,1,165.0,1.0,1,2,2
367118,996TGlMpRePKvXkpl8cmcwB53WX2,186,0,185.0,1,186.0,66.0,1,176.0,2.0,1,2,2
367304,99ZQ8vROfpXVznZxKtrnbOThHip2,234,0,18.0,3,78.0,72.0,0,170.0,2.0,1,2,2
367538,99oLGrXdDshyDNnyYIyWyB6VrNT2,99,1,98.0,1,99.0,65.0,1,162.0,2.0,1,1,1
367637,9A2NY20lR2ghXJJNUjuvKDWT9QB3,128,0,127.0,1,128.0,74.0,1,150.0,1.0,1,1,1
367765,9AFtFem5nwd4q3UTVlucF4WwqhR2,173,0,98.0,6,28.83333333333333,61.0,1,165.0,1.0,1,1,1
367938,9AGemXJk56SZUZ7DYLqsXJMuSXy2,28,1,27.0,1,28.0,54.0,1,165.0,1.0,1,1,1
367966,9AISXjbeMcXmRd4EoR3szPqFCty2,185,0,184.0,1,185.0,61.0,1,165.0,2.0,2,2,2
368151,9AQ0sMOAEzMaYKdPzhVyjYdpurF2,154,0,153.0,1,154.0,61.0,1,150.0,2.0,1,1,1
368305,9AXA0G8SOGZXQoLcEyAyfLMr3x82,97,0,96.0,1,97.0,60.0,1,164.0,2.0,1,2,2
368402,9AXZBfXaAkMRrxw3HOMu6qKLsih1,136,1,135.0,1,136.0,66.0,1,165.0,2.0,2,2,2
368538,9AbDi5gq3wdjfM6onpeYrEzjQLI2,68,1,67.0,1,68.0,69.0,0,168.0,2.0,1,1,1
368606,9AgMW8YKepTLx14wcVYCZqZtoTA3,92,1,91.0,1,92.0,60.0,1,158.0,2.0,1,1,1
368698,9AhAqAGF0IP9gEIaJx0IQ6A62cx1,164,0,163.0,1,164.0,72.0,1,171.0,2.0,2,2,2
368862,9BBq7iBpuBh5WTQ9tMBSRcfwTuO2,145,1,144.0,1,145.0,70.0,1,164.0,2.0,1,2,2
369007,9BSxEzFnsSa4kLpvm5NDT2vGasu2,117,1,116.0,1,117.0,63.0,1,160.0,2.0,2,2,2
369124,9Bl4BbYJwjPMSvvG631oTBZkcNF3,63,1,62.0,1,63.0,69.0,1,160.0,1.0,2,2,2
369187,9C0HWSQfFgbkPXZ3twAPl2MeWum1,149,1,148.0,1,149.0,68.0,1,154.0,2.0,1,2,2
369336,9CB6BMlobmdgBllZXBXsAUG3FRf1,27,1,26.0,1,27.0,68.0,1,173.0,1.0,1,1,1
369363,9CJRLZf8WLSuBw92k2ULOoQF4822,44,1,43.0,1,44.0,63.0,1,151.0,1.0,1,1,1
369407,9CTYxXBD74alfoemJzWu7duEsNl1,93,1,92.0,1,93.0,61.0,1,162.0,1.0,1,1,1
369500,9CYbOHUiHOhVcLSu0K9oO7sqbhf1,37,1,36.0,1,37.0,61.0,1,172.0,3.0,1,1,1
369537,9CgZ9k5Bknbr298rVIm9832KuQ02,237,1,236.0,1,237.0,56.0,1,155.0,1.0,1,1,1
369774,9Ch0dJcJwQe6iRJ9mkXoSKh8g722,80,1,79.0,1,80.0,52.0,1,155.0,1.0,1,2,2
369854,9CnqJTElqkdcGxzxTZPd9IFo1um1,101,1,100.0,1,101.0,60.0,1,158.0,2.0,1,2,2
369955,9CoLHQDuPhe4HgoO9lsXFQK4LIn1,90,1,89.0,1,90.0,55.0,1,164.0,2.0,1,1,1
370045,9Cu38u39pGeswlVr06v3nfpVCtF2,45,1,44.0,1,45.0,53.0,1,170.0,3.0,2,2,2
370090,9CwIVSgwmveSnNpZ8t7eM7rn9xh2,5,1,4.0,1,5.0,58.0,1,178.0,3.0,2,1,1
370095,9CwLtAVSWvUo1EWOVuvyOh2EGxC2,125,1,124.0,1,125.0,60.0,1,160.0,2.0,1,2,2
370220,9DA5FgN6rnfbTdNuuFyAmPTA7uk1,156,1,6.0,2,78.0,66.0,1,156.0,2.0,1,2,2
370376,9DI0WiFfAlTB1wuJYXwFb03bGy93,49,1,48.0,1,49.0,60.0,1,170.0,2.0,1,2,2
370425,9DNPZnuewAYD0dt0ADgFrou88Gp2,166,0,165.0,1,166.0,61.0,1,170.0,2.0,1,2,2
370591,9DOH7LjCBKXLm7MV52sWfaevMM33,60,1,59.0,1,60.0,61.0,1,173.0,1.0,1,1,1
370651,9DRuaRNPlWZtfZxDF005JRMHsYw1,182,0,181.0,1,182.0,73.0,1,167.0,2.0,1,1,1
370833,9DkfZvxCF7X8qfqynZ6Th5XJYzI2,47,1,46.0,1,47.0,60.0,1,160.0,2.0,1,2,2
370880,9Doj3nVQ59TueenxZVl5AI01fXO2,109,0,108.0,1,109.0,63.0,1,166.0,2.0,1,1,1
370989,9Drq2hD58MOooCRPcopedpxuOTg2,136,1,135.0,1,136.0,67.0,1,160.0,2.0,1,2,2
371125,9DwXJ5MW9Qbe7ygQjz7rkVbOC982,138,1,137.0,1,138.0,40.0,1,153.0,2.0,1,1,1
371263,9E2ZMVrHYfUWsNxODIugllaQdwq2,27,1,26.0,1,27.0,67.0,1,160.0,1.0,1,1,1
371290,9E6xjjO5QcX4qlgeRscBhMcJFeS2,146,1,145.0,1,146.0,72.0,1,165.0,2.0,1,2,2
371436,9ELMq5b5twU8AFFY8TQVT6p5Eau2,138,1,21.0,6,23.0,63.0,1,169.0,2.0,1,1,1
371574,9EO8tViGuHRqRbhOxLNj5hwzRGj1,114,1,113.0,1,114.0,65.0,1,164.0,2.0,1,2,2
371688,9ERY5LnIjzgInO2QBdigJNaHg653,157,1,156.0,1,157.0,86.0,1,160.0,2.0,1,1,1
371845,9ETgoiKNFbaJc1gAxcKhtbvvo0f2,46,1,45.0,1,46.0,65.0,1,165.0,1.0,2,1,1
371891,9Ex4JtWC0qgUkLDLDc6NhMmWb4I3,17,1,16.0,1,17.0,59.0,1,153.0,1.0,1,1,1
371908,9F0lCrkA4nTquXQzPQMlUYsRsCr2,1040,0,1039.0,1,1040.0,62.0,1,165.0,2.0,1,2,2
372948,9F3tWI8UFPRJBPzqgFZpdZXkPfE3,131,1,130.0,1,131.0,75.0,1,160.0,1.0,1,1,1
373079,9F49IKUzL0NwsiyDGQzpwJbardy1,147,1,146.0,1,147.0,77.0,1,170.0,1.0,1,2,2
373226,9FBAausrbkMkhZbDOhaOyFt1Jvx2,47,1,46.0,1,47.0,66.0,1,158.0,1.0,1,1,1
373273,9FKsYXaQrqRfEZjZglgTYso3Yvv1,109,1,108.0,1,109.0,62.0,1,162.0,2.0,1,2,2
373382,9FVzOpModUU6WWTDSNegy7TrdCR2,72,1,71.0,1,72.0,60.0,1,163.0,2.0,1,2,2
373454,9FZVtyaK7eTuDUeE7ve1aJ76jEA3,70,1,69.0,2,35.0,50.0,1,163.0,2.0,1,2,2
373524,9FauBCRyUofUQ1axsz9SeSJ1Ee12,48,1,29.0,3,16.0,65.0,1,169.0,3.0,2,1,1
373572,9FdhwWx0iATff8Jkrk3AxlLZfO93,196,0,193.0,1,196.0,67.0,1,158.0,2.0,1,2,2
373768,9FuNCprgHKhoiE7aJEEofzIxQsk2,48,1,47.0,1,48.0,58.0,1,170.0,2.0,1,1,1
373816,9G3Sd7qisSYlRHiA9aa05xXa90W2,53,1,22.0,3,17.666666666666668,73.0,1,152.0,1.0,1,1,1
373869,9GAaza7TtnTkWrelkbM2lb59U5c2,177,1,176.0,1,177.0,63.0,1,165.0,2.0,2,1,1
374046,9GBSO3YUAISDUzZLpThI00pOTGe2,1496,0,121.0,2,748.0,62.0,1,157.0,3.0,1,2,2
375542,9GGCzTmW0KeppAAfgyf08BCaNQj1,174,0,172.0,1,174.0,72.0,1,151.0,1.0,1,2,2
375716,9GdMrkbupXWcIBGiP7KH5xJu4jB3,35,1,34.0,1,35.0,59.0,1,169.0,1.0,1,1,1
375751,9GfvkPgqv5c8ibM8diVfRwS7TZi2,427,1,426.0,1,427.0,61.0,0,171.0,1.0,1,2,2
376178,9Go1N3p22UROtZA427kIyVHssLx1,144,1,143.0,1,144.0,63.0,1,170.0,2.0,2,1,1
376322,9HOUV0W0b5Rn3WOl6UEkaBpfY9I2,50,1,49.0,1,50.0,58.0,1,163.0,1.0,1,1,1
376372,9HTFwgeKpWUqlW0DNqx8Pedhztm1,27,1,26.0,1,27.0,51.0,1,162.0,1.0,1,1,1
376399,9HkcMBypE6S7Sy8Bx8L8kLyz9KF3,38,1,6.0,5,7.6,56.0,1,157.0,1.0,1,2,2
376437,9HpPhCvqLEYtkLZvwx0mPc2ACrj2,88,1,87.0,1,88.0,62.0,1,171.0,2.0,2,2,2
376525,9I0hYgF9CKYlK0X70bCFLEWb3lo1,50,1,49.0,1,50.0,60.0,1,159.0,2.0,1,1,1
376575,9I1sw9cUdtbbfdA1Jo4RArGuMRd2,133,1,131.0,1,133.0,64.0,1,171.0,2.0,2,2,2
376708,9I97qhQVSZNt2s9QL6TzkSD0oZV2,26,1,25.0,1,26.0,58.0,1,165.0,1.0,1,1,1
376734,9IQ16Dl6KZXNw3knovgQNmEKoiq2,23,1,22.0,1,23.0,61.0,1,171.0,1.0,1,1,1
376757,9IXnOHvyftbcHjRRedJWCZRO9KF3,39,1,38.0,1,39.0,67.0,1,160.0,1.0,1,1,1
376796,9IiKHqsZnZO0JUaQhy2H0pLxuiq2,94,1,93.0,1,94.0,65.0,1,155.0,2.0,1,1,1
376890,9Iq2JIgXNxe1FMfX5gArqHrJwXE2,191,0,79.0,1,191.0,78.0,0,170.0,2.0,1,2,2
377081,9J0IZYX06wOwZoHcJYKPLvz0V4J3,211,0,210.0,1,211.0,72.0,1,163.0,2.0,1,2,2
377292,9J5v59FtQUfciAaQB5HMyd1X5jX2,36,1,35.0,1,36.0,62.0,1,167.0,1.0,1,1,1
377328,9JLBcFNw2oNo4tpVwbmvADQIB713,108,1,107.0,1,108.0,70.0,1,170.0,1.0,2,1,1
377436,9JSzpBIBQhUDFCOXLY4GXEa7Y873,91,1,90.0,1,91.0,63.0,1,169.0,2.0,1,2,2
377527,9Jmq5lGB26aRPi572Acz3eMuu6J3,32,1,31.0,1,32.0,60.0,1,162.0,3.0,1,1,1
377559,9K02mkSjMFWFicqUceYvK7zLiz43,29,1,28.0,1,29.0,61.0,1,171.0,1.0,1,1,1
377588,9KpaQq2QWlV7MbzbvG7lpvzy23w1,268,1,108.0,4,67.0,63.0,1,160.0,1.0,1,1,1
377856,9L0psWVq5tMKtT5qj8KYXxGq2312,123,0,122.0,1,123.0,64.0,1,162.0,2.0,1,1,1
377979,9L3Bv1Gf1NRCr51AVVTvCV9Trrz2,43,1,42.0,1,43.0,55.0,1,164.0,1.0,1,2,2
378022,9LSilsWf0tTgVnGpy7EOWwi0DrA3,114,1,113.0,1,114.0,76.0,1,170.0,3.0,2,2,2
378136,9LyAJSnKIyfRfoIv7CTQvbWFbps1,34,1,33.0,1,34.0,55.0,1,157.0,1.0,1,1,1
378170,9MWult00FVZWJsK9FnhIVJCwHv33,43,1,42.0,1,43.0,62.0,1,165.0,1.0,1,1,1
378213,9Mc16JhrgncYlq3OmJgN6XKTnEl2,148,0,147.0,1,148.0,72.0,0,170.0,2.0,1,2,2
378361,9N5hCk6g6KR6a9ljavLDCkpzRHB3,97,1,96.0,1,97.0,68.0,0,166.0,2.0,1,2,2
378458,9N6xYO8ZtGWB3tgKMRhdYJtCXuz1,521,0,358.0,5,104.2,62.0,1,154.0,1.0,1,2,2
378979,9NCqrN63oiXoclqGpfmxSGZ9A3e2,124,1,123.0,1,124.0,75.0,0,169.0,2.0,1,2,2
379103,9NIBDtJxuwYBddZfrJF6OAfBIf32,69,0,17.0,4,17.25,63.0,0,178.0,1.0,1,2,2
379172,9NVvi2wN4jf9GWADTPgr1F72DNq2,99,1,98.0,1,99.0,62.0,1,167.0,2.0,1,1,1
379271,9OBbKWpcyiQ1gKmr5tVryLVt1Zp1,46,1,45.0,1,46.0,65.0,1,162.0,2.0,2,1,1
379317,9OGXhrWeVQN7XfgxVsivuoKtC3M2,40,1,39.0,1,40.0,61.0,1,171.0,2.0,1,1,1
379357,9OL13zkMJwfm6wk5fomvRbsqAWj2,94,1,93.0,1,94.0,60.0,1,172.0,1.0,1,1,1
379451,9Os96JUCsVdINbvDoxppqhUJ37R2,156,1,155.0,1,156.0,73.0,1,156.0,2.0,1,3,2
379607,9P3tnhPL4YTPzunJUIXArDaj0GJ2,130,1,129.0,1,130.0,57.0,1,165.0,2.0,2,1,1
379737,9P7BXtO065YLFJFejaGbU8xHoR82,128,1,127.0,1,128.0,67.0,1,159.0,2.0,1,2,2
379865,9PhC5oIk35MEbmSRaCAo3y9tKzp2,34,1,33.0,1,34.0,60.0,1,171.0,1.0,1,1,1
379899,9PtsJpPAsZbs4JKez4UuSSVuWlJ2,115,1,114.0,1,115.0,67.0,1,171.0,2.0,2,2,2
380014,9QETDy1vg5fsHmD3fJ0OLL6Cn1r1,123,0,26.0,5,24.6,58.0,1,164.0,1.0,1,2,2
380137,9QLSI641SIboDLkhGjdMRjkr3yg2,146,0,145.0,1,146.0,68.0,0,170.0,2.0,1,2,2
380283,9QNTKGZVN9YdgJaWl0hzoWfMtKC3,26,1,25.0,1,26.0,55.0,1,170.0,1.0,1,1,1
380309,9QW8huZp23dPEYklpQMSCkHkJZL2,73,1,72.0,1,73.0,57.0,1,160.0,3.0,1,1,1
380382,9Qk0NK4CLrgE4weKpLfhIRDSsuf1,154,1,153.0,1,154.0,68.0,1,164.0,1.0,1,2,2
380536,9RzQ80Sp00XveDg6L7aZKZcolWy1,136,0,27.0,3,45.333333333333336,61.0,1,154.0,2.0,1,2,2
380672,9S0BhqzcL4NLcDGmp6f0qE3eQuA2,27,1,26.0,1,27.0,69.0,1,160.0,1.0,1,1,1
380699,9SISwYRVlzLS494dmWaDhHDtoe13,3,1,2.0,1,3.0,60.0,0,170.0,3.0,2,1,1
380702,9SnX2lspcaeDaQaNeNf7RBB0IB53,118,1,117.0,1,118.0,65.0,0,175.0,2.0,1,1,1
380820,9TNVb2akHWWhxStFyymlJi5cWj83,181,0,180.0,1,181.0,60.0,1,162.0,1.0,2,2,2
381001,9TVAINEzYRWKcPbrrzvgac05Lkk1,36,1,35.0,1,36.0,61.0,1,156.0,1.0,1,1,1
381037,9TW48xjMkNf8ZTeYUycR6huwfAQ2,184,0,183.0,1,184.0,61.0,1,155.0,1.0,1,2,2
381221,9Tpg5YXHOObpMef7Spo14wG4eyx1,22,1,21.0,1,22.0,59.0,1,170.0,2.0,2,1,1
381243,9TrIaWL0lialifFKmHbg66LjZwG2,48,1,47.0,1,48.0,65.0,1,163.0,1.0,1,1,1
381291,9Tsj8EaM98hEcx9balFny67pFX62,71,1,15.0,2,35.5,62.0,1,153.0,1.0,1,1,1
381362,9TuxElIAChaPn8SOMs4nfGX5jfp2,130,1,129.0,1,130.0,64.0,1,158.0,2.0,1,2,2
381492,9Ty3PLzeJpVoW8vt5Oc4k3RSznf2,96,1,95.0,1,96.0,49.0,1,168.0,2.0,1,1,1
381588,9UuclJd5kNbfJeSmQfx24eObX9u1,104,1,103.0,1,104.0,67.0,1,162.0,2.0,1,1,1
381692,9Ux3cZFsLzfeYv2U0tHZ0gwG0eA2,114,1,113.0,1,114.0,63.0,0,167.0,2.0,1,1,1
381806,9V16GNjfTNWkK8bbGju4oMhTI3h2,134,1,133.0,1,134.0,60.0,0,170.0,2.0,2,2,2
381940,9V3f0qmnHzO7DwB2N1W70aBsa832,201,0,15.0,6,33.5,63.0,1,150.0,1.0,1,1,1
382141,9V4PGAZT9XYLLNfQane87dthtXm2,43,1,42.0,1,43.0,73.0,1,162.0,1.0,1,1,1
382184,9VBVGqAmHTREVwmzLQ7EKabwFpe2,49,1,48.0,1,49.0,66.0,1,162.0,1.0,1,1,1
382233,9VNpSbdmqyMaUU254CckE6lRQcS2,159,1,158.0,1,159.0,62.0,1,152.0,1.0,1,1,1
382392,9VPFEwLnGjOWZHPudXqUJS5TQJX2,220,1,219.0,1,220.0,59.0,1,173.0,1.0,1,1,1
382612,9VX40Q5fT6gBxnfSn30kXPj5aQW2,48,1,47.0,1,48.0,60.0,0,170.0,2.0,1,2,2
382660,9Vmnu2gMDRcbavNUAzp1PfRhHS83,99,1,98.0,1,99.0,63.0,1,167.0,2.0,1,2,2
382759,9VtRoSzP4ShnQqFgdtuO44yGHbm2,103,1,102.0,1,103.0,62.0,1,159.0,2.0,1,1,1
382862,9WEJKMOLyFb2qXWCMfvqURCJrqg2,159,0,158.0,1,159.0,69.0,1,170.0,2.0,1,1,1
383021,9WVPOABgwlTVm9uBQXDdSspeh6A2,113,1,112.0,1,113.0,62.0,1,167.0,2.0,2,2,2
383134,9WX5l7a2JaR3qVk0YRuEyLRTDuQ2,36,1,35.0,1,36.0,69.0,1,151.0,1.0,1,1,1
383170,9Wj11AjMikWnUrfgRvKqLr5dOKP2,124,1,123.0,1,124.0,58.0,1,161.0,2.0,1,1,1
383294,9Wr4q3I2ukSPT1atQCt1sOUVGmc2,122,1,121.0,1,122.0,72.0,1,162.0,2.0,2,2,2
