,user_id,total_events,Baja_usuario,events_last_month,total_months,rate_events,age,gender,height,seniors_exercise_level,traits_language_code,os_name,device_type
332648,8I7S5Z1n3MYduIbhQ4YldtauauC2,139,1,138.0,1,139.0,63.0,1,159.0,2.0,1,3,2
332787,8IBkMubgjnYzfnpKHCI2pQaXku92,47,1,46.0,1,47.0,59.0,0,168.0,1.0,1,1,1
332834,8IDQ7svjYCgDYJ6BAKrTg6apbAx1,137,1,136.0,1,137.0,60.0,1,172.0,2.0,1,2,2
332971,8IFort6M4Rhe7bZMApFhjvDSRrv1,296,1,295.0,1,296.0,55.0,1,168.0,1.0,1,1,1
333267,8IIoNM9CDXNkS3ne1hCZKC1ukVC2,134,1,13.0,2,67.0,63.0,1,172.0,2.0,1,2,2
333401,8IK3ZTYQ2FTLNr7u6BSyGqQW0xF2,185,0,184.0,1,185.0,65.0,1,174.0,2.0,1,2,2
333586,8IKKnDEtFgRJelIkdmldHydfnTK2,90,1,89.0,1,90.0,65.0,1,162.0,1.0,2,1,1
333676,8ILSBTRhfecZM5btaRBhkjPSRaJ3,60,1,30.0,2,30.0,65.0,1,161.0,1.0,1,1,1
333736,8INRx82sU7ZUW3YziWbNTrwT0FI3,147,1,146.0,1,147.0,60.0,1,167.0,1.0,1,2,2
333883,8IRiR5X6faVI1VcBM0qUVXkKoKU2,35,1,34.0,1,35.0,63.0,1,162.0,1.0,1,1,1
333918,8IYuSGnho4ZymR0bSp4dq6DFye63,121,1,120.0,1,121.0,62.0,1,166.0,2.0,1,2,2
334039,8IZ9dfdMroe9jEBcmpw84WNJ5FO2,105,1,104.0,1,105.0,66.0,1,162.0,3.0,1,2,2
334144,8Id2fVhFewbaRxzdOJfgfrWKDxF3,99,1,98.0,1,99.0,65.0,1,170.0,2.0,2,1,1
334243,8IgS59XI0LUiFxitWYF99gwfTTz1,25,1,24.0,1,25.0,66.0,1,160.0,1.0,1,1,1
334268,8IqkqmmFOvfuKcbXLT9wKQ0dks72,37,1,36.0,1,37.0,57.0,1,164.0,1.0,1,1,1
334305,8JGzFT9NTldpLZtEjkJcZt6ziQO2,94,1,93.0,1,94.0,66.0,1,175.0,3.0,1,1,1
334399,8JHCRZ9NOQUWJiaVWuwdq4zHST92,26,1,25.0,1,26.0,60.0,1,170.0,2.0,1,1,1
334425,8JO3gFuIclYAMATMDmixQqIA5Lx2,122,1,121.0,1,122.0,69.0,1,170.0,1.0,2,1,1
334547,8JVtG8lkvwQ6u5ZlRdQjcdXzspm1,63,0,31.0,7,9.0,73.0,1,164.0,1.0,1,1,1
334610,8JxlJVYRsXeBRGSrgt210TO1wOr1,1350,1,1349.0,1,1350.0,66.0,1,164.0,1.0,1,1,1
335960,8K0C6ZLFmzVsPUa69RSXBgHDE493,177,1,176.0,1,177.0,67.0,1,152.0,2.0,1,2,2
336137,8K0sTK7LNoOoF41JJ2SfAbydoMM2,60,1,59.0,1,60.0,60.0,1,152.0,1.0,1,1,1
336197,8K4V0iyPNCY42C0IvIyEEUDnpWr2,133,0,15.0,3,44.333333333333336,66.0,1,169.0,2.0,1,2,2
336330,8KCvLJU6FEbzjpvFioTb0DlhIhn2,53,1,52.0,1,53.0,61.0,0,164.0,2.0,1,2,2
336383,8KFmaVl3tSdlEXUI61lH7BhU8Gy2,156,0,155.0,1,156.0,71.0,1,160.0,2.0,1,3,2
336539,8KPaLMSOJeg9jbIZGAow8KBMMPm2,150,0,149.0,1,150.0,61.0,1,172.0,2.0,1,2,2
336689,8Kf8elTXRPeOL8PTPv7gh4XJ5xS2,80,1,79.0,1,80.0,61.0,0,170.0,2.0,1,1,1
336769,8KjjYsa5ryazWrZPxOkmm7xXctK2,57,1,56.0,1,57.0,59.0,0,171.0,1.0,1,1,1
336826,8KoZvuXXZxeFPEUZmaiw6toe2063,100,1,99.0,1,100.0,60.0,0,170.0,1.0,1,1,1
336926,8Kuk5G5ImkVDyq7N63gHMKmhFLq1,121,1,120.0,1,121.0,58.0,1,166.0,2.0,1,1,1
337047,8KyO8AeSSfduklkRl5JpLdbghgj1,125,1,124.0,1,125.0,70.0,1,160.0,2.0,2,2,2
337172,8L5HXsMmsbfSHCWfWVgy0TUpAa13,30,1,29.0,1,30.0,61.0,1,171.0,1.0,2,1,1
337202,8L6hTw3gwJaNC2HGj2lWWqJeOF02,31,1,30.0,1,31.0,60.0,1,170.0,1.0,1,1,1
337233,8L9x2iYQr9cJrqk1ljab0nnCNne2,76,0,14.0,5,15.2,57.0,1,167.0,1.0,1,1,1
337309,8LLeozFL9FYD1dqzgPpeeuPUsDi2,89,1,88.0,1,89.0,60.0,1,158.0,2.0,1,1,1
337398,8MQwyqutywhuHDntMyvBR09k8BM2,59,1,58.0,1,59.0,77.0,1,165.0,3.0,1,2,2
337457,8Me3XBK4VEZZY3VFGJzkuL5czO53,73,1,72.0,1,73.0,66.0,1,162.0,3.0,1,2,2
337530,8MiL59kEdERrxINSsYukXy4hEVa2,38,1,37.0,1,38.0,77.0,1,160.0,2.0,2,1,1
337568,8Mqkq120yIcgX9kiBkB8R5PXLWG2,44,1,43.0,1,44.0,55.0,1,161.0,1.0,1,1,1
337612,8NGiXv8i9jTdzqLKzL1e94zv7Tv1,99,1,98.0,1,99.0,72.0,1,170.0,1.0,1,1,1
337711,8NUmFICWbTUVnX4eF9YzKeYDvI52,208,0,206.0,1,208.0,63.0,1,160.0,2.0,2,2,2
337919,8NcXU8xOGoeuFDf1cqt3OjQr6SE2,35,1,34.0,1,35.0,64.0,1,158.0,1.0,1,1,1
337954,8Nol0G0mYWM0LRPHdY0Lcnrc2rh2,105,1,104.0,1,105.0,76.0,1,169.0,2.0,1,1,1
338059,8NwO6a3FEvQHdUyB8dSu3i0IIlO2,81,1,80.0,1,81.0,58.0,1,170.0,2.0,1,1,1
338140,8O2yr0vhvaSMHFuOcahGcBMUzK23,130,1,129.0,1,130.0,61.0,1,168.0,1.0,1,1,1
338270,8O6O9lSgNadhfyFIvyoUzEGstF52,95,1,41.0,2,47.5,60.0,0,174.0,3.0,1,2,2
338365,8OC5tHxylyX1ptedjGQWIxJnMMg1,98,1,97.0,1,98.0,64.0,1,162.0,2.0,2,2,2
338463,8ODyUrmshcMAcQSJfVbKgQoRvb93,27,1,26.0,1,27.0,56.0,1,168.0,1.0,1,1,1
338490,8OI1Hn4GBROwyLlB7Mv79AGZwsf1,41,1,40.0,1,41.0,57.0,1,167.0,2.0,1,1,1
338531,8ORETan2U2W4uuuWvIh1UcKOLwB2,102,1,101.0,1,102.0,61.0,1,159.0,1.0,1,1,1
338633,8OfsE71Qh3XkrF40N9mhKtEC9WG2,157,0,156.0,1,157.0,69.0,0,170.0,2.0,1,2,2
338790,8Ot37QPT2ehHuVRBb4hCfKE3WnT2,269,1,268.0,1,269.0,61.0,0,180.0,1.0,1,1,1
339059,8OxzuV1dwihF4mbEIyLEKjmciG02,246,1,244.0,1,246.0,56.0,1,162.0,3.0,1,2,2
339305,8PCIJUUeOORpuHl5GF4g1PFsXAB2,32,1,31.0,1,32.0,65.0,1,170.0,2.0,1,2,2
339337,8PNn34GqavhM8b0D0vltpfFgIc82,48,1,47.0,1,48.0,71.0,1,166.0,3.0,1,1,1
339385,8PZAHtNNTZWMrqSGCjETb9dLcfv2,161,0,160.0,1,161.0,68.0,1,150.0,2.0,1,2,2
339546,8Pob5NdyELYZVvPp93MjVkitUp23,75,0,74.0,1,75.0,71.0,0,167.0,2.0,1,2,2
339621,8PyQxYU0c0gNfWIBBld5dR1dT0m1,135,1,134.0,1,135.0,62.0,1,160.0,2.0,1,1,1
339756,8Q6E3YgZt2XdBnOldtGYqBZXtRT2,23,1,22.0,1,23.0,65.0,1,151.0,1.0,1,1,1
339779,8QIouBC5kQbfjUThIll2TNDwWWq1,24,1,23.0,1,24.0,61.0,1,157.0,1.0,1,1,1
339803,8QOxaodtzGaOnV6abjgVChibS7o2,126,0,37.0,6,21.0,63.0,1,159.0,1.0,1,1,1
339929,8QVy0DVjavRRZyUJqNtW01lnDC53,28,1,27.0,1,28.0,61.0,1,163.0,1.0,1,1,1
339957,8QWPqJDhPwbvF2gc6lN13VYBbf53,897,1,896.0,1,897.0,74.0,0,172.0,2.0,1,1,1
340854,8QkNzg01JhZs6uf4EtksYEb3O8j2,60,1,13.0,3,20.0,61.0,1,177.0,1.0,1,1,1
340914,8R2eTWRJMLSYhr4l6erLINoQgN43,140,1,65.0,4,35.0,66.0,0,171.0,3.0,1,2,2
341054,8RVddGfPLoWWhkBWB8f2YGZGZ2y2,53,1,15.0,4,13.25,66.0,1,148.0,1.0,1,1,1
341107,8RZn584qH7egnGhTBXloPCzn5vS2,203,1,202.0,1,203.0,80.0,1,171.0,2.0,2,1,1
341310,8RikAtOrxGfu7jezs7JWqWwr8ap1,135,1,134.0,1,135.0,74.0,1,160.0,2.0,1,2,2
341445,8S89GybzOLb1EqeVJTwQ9fqaloY2,667,1,666.0,1,667.0,61.0,1,168.0,2.0,1,2,2
342112,8S9c3fgKGWbt3Lk5KNi6AIfH1n92,34,1,33.0,1,34.0,68.0,1,154.0,1.0,1,1,1
342146,8SJbpWmQXXRR2Oi5Q7b05S4NiZs2,38,1,37.0,1,38.0,67.0,1,161.0,1.0,1,1,1
342184,8SaFIvxVuPNy358kh9UvBAUp8kj2,24,1,23.0,1,24.0,62.0,1,163.0,1.0,1,1,1
342208,8SaOU0GthNTwdE6HcbA6lKVgaQD2,92,1,91.0,1,92.0,60.0,1,162.0,1.0,1,1,1
342300,8Sapv6zj4mRgvWjh5q7YHIY6kFC2,120,1,119.0,1,120.0,70.0,0,175.0,3.0,1,1,1
342420,8SbwUjb4RaYRVmkmFAQCMgXcyFq2,99,0,37.0,4,24.75,60.0,1,164.0,2.0,1,2,2
342519,8SkjKTCfz2ZXbFY7FYF8MPvClcH2,27,1,26.0,1,27.0,57.0,1,160.0,1.0,1,1,1
342546,8T4oxYq2CUdPoPhGt7rlBvSn2dN2,9,1,8.0,1,9.0,61.0,0,171.0,3.0,1,2,2
342555,8TNsB7wITxfrafttOyLt3snSP393,32,1,31.0,1,32.0,69.0,1,153.0,3.0,1,1,1
342587,8Th6meTUbaNNItzRrMA7JDn9PBK2,27,1,26.0,1,27.0,64.0,1,150.0,1.0,1,1,1
342614,8Tw7kKRzncQuop4zSK10pyrI9XQ2,42,1,41.0,1,42.0,64.0,1,166.0,1.0,1,1,1
342656,8TyFQXgMEGNrzJlXHUpfkqmy2tX2,373,1,372.0,1,373.0,60.0,0,170.0,3.0,1,1,1
343029,8U0wnLFOtEROKl84keq0f2X8rf33,44,1,43.0,1,44.0,63.0,1,160.0,1.0,1,1,1
343073,8U3FqfC1oZXEq3W9LKa51mJmc9y1,129,1,128.0,1,129.0,55.0,1,158.0,2.0,1,1,1
343202,8URAU65MYPN8ezbcwA4ZpS8NgDD3,135,0,134.0,1,135.0,68.0,1,165.0,2.0,1,3,2
343337,8Uog1hqFpaf9wvzfwt0yJUk2hD83,131,1,15.0,4,32.75,63.0,1,165.0,1.0,1,1,1
343468,8UuIeCRS2aW3A48uLzE7zZg8wby1,42,1,41.0,1,42.0,61.0,1,160.0,1.0,1,1,1
343510,8V5maYR5f5OZRicLlX8IjY21HXb2,118,1,117.0,1,118.0,61.0,1,160.0,2.0,1,2,2
343628,8VGR2AGlyfagpFJtGKd8AkUJikZ2,30,1,29.0,1,30.0,63.0,1,171.0,1.0,1,1,1
343658,8VbZyQfHooMdPEyvMtk7nWu229G2,102,1,101.0,1,102.0,62.0,1,168.0,2.0,1,2,2
343760,8VdwmGmzEPQQ3CcCFdUOrACpzpE3,115,1,114.0,1,115.0,56.0,1,161.0,2.0,1,1,1
343875,8VrmtoaXiqNT7ZvKdxx3RVnD9Mr1,122,1,121.0,1,122.0,66.0,1,170.0,2.0,1,2,2
343997,8VtHAVKaCVcR6fC8fiJAhBQiXkF3,26,1,25.0,1,26.0,55.0,1,164.0,3.0,1,1,1
344023,8W2bteC0qCYgYFdztHdL0Yz5Ko63,26,1,25.0,1,26.0,67.0,1,156.0,1.0,1,1,1
344049,8WHA6mtmU9QXcrLldSsFlDnsGNi1,107,1,106.0,1,107.0,61.0,1,162.0,2.0,2,1,1
344156,8WWFllfF6mP5ThgitZuykxnag673,4,0,3.0,1,4.0,60.0,0,170.0,3.0,1,1,1
344160,8Wga7imAjDRaw0NeNmjd2uxCa4T2,49,1,48.0,1,49.0,69.0,1,170.0,2.0,2,1,1
344209,8WnakEwdGDO0VuyeRjP0pC2yaUK2,152,0,151.0,1,152.0,64.0,1,155.0,2.0,1,1,1
344361,8WzrK4BMhmSJN8ln2Fv65S2jSzP2,107,1,106.0,1,107.0,65.0,0,173.0,2.0,1,1,1
344468,8X9JB2FVradwCdLK3ssJTBZTG5t1,55,1,54.0,1,55.0,68.0,1,158.0,1.0,1,1,1
344523,8XL4L36eKKPs996EHceQ0N3lGg92,23,1,22.0,1,23.0,56.0,1,172.0,1.0,1,1,1
344546,8XMnLY4IGweNmWlKkEkiWsabec32,48,1,47.0,1,48.0,61.0,1,158.0,3.0,1,1,1
344594,8XSVpRSSOyZiJi67V3h85etY3jj2,29,1,28.0,1,29.0,63.0,1,164.0,1.0,1,1,1
344623,8XZrWZFIgveAetY3lVDVM2LPBxY2,77,1,6.0,3,25.666666666666668,72.0,1,170.0,2.0,2,2,2
344700,8XnAZWB8hgbSrr1bfBRnjXg843V2,190,0,45.0,2,95.0,69.0,1,157.0,2.0,1,3,2
344890,8ZKg1TIVRiYOGyA5L86VEJxh8wn2,62,1,61.0,1,62.0,55.0,1,165.0,1.0,1,1,1
344952,8Zp5icbsK0cfL9CLikuPsSDx9hw2,148,1,147.0,1,148.0,61.0,1,162.0,2.0,2,2,2
345100,8ZrLb8bZ8nUxXKhQq18B3CCt5Is1,744,0,743.0,1,744.0,60.0,1,170.0,1.0,1,2,2
345844,8a4c8m7Qi3VjUGrU6iqMLXjwGAy1,169,1,34.0,2,84.5,61.0,1,165.0,2.0,1,2,2
346013,8aAmuUErwZb712bTvJiVjaxiGab2,92,1,91.0,1,92.0,65.0,1,163.0,1.0,1,1,1
346105,8aC4uaNz5QbrreAJoHmSASULyww2,199,1,198.0,1,199.0,62.0,0,178.0,2.0,2,3,2
346304,8aKDpbfHNBO5ssnG7RCMSQiwjbC3,105,1,44.0,3,35.0,71.0,0,168.0,2.0,1,2,2
346409,8aZLpy3nrMcApJMw3auKoAE5E7a2,30,1,29.0,1,30.0,64.0,1,163.0,1.0,1,1,1
346439,8ab9pwi32uY6ze5tBscqNv6S58v1,186,1,185.0,1,186.0,61.0,1,170.0,1.0,1,2,2
346625,8ampQtgevIg1yqcOpgALiHhNmUw2,120,1,119.0,1,120.0,69.0,1,162.0,1.0,1,1,1
346745,8aqGDfXYezNkbiRWrNA3na7EqXJ2,125,1,124.0,1,125.0,68.0,1,170.0,2.0,2,1,1
346870,8ayJ2yDWteVNmMJC4KQG6yiTWi43,101,1,100.0,1,101.0,60.0,1,150.0,2.0,1,1,1
346971,8b05PbYlxoU5bk3EaFYVzCwR0UC3,219,1,218.0,1,219.0,61.0,1,150.0,1.0,1,2,2
347190,8b51vcTpVMf4NXO2XfhCJsZTarv2,27,1,26.0,1,27.0,61.0,1,165.0,1.0,1,1,1
347217,8bGWEolgdAgdKrs9BOsIBB5ZPaC2,120,1,119.0,1,120.0,64.0,0,189.0,2.0,1,2,2
347337,8bLzi0XuP3QSkE0STkiqfpcBE8t1,182,0,181.0,1,182.0,67.0,1,150.0,2.0,1,3,2
347519,8bZnIDgcPUQEfZOlFIz8Qu0B1bz2,114,1,113.0,1,114.0,63.0,1,156.0,2.0,1,2,2
347633,8bcSWpVX8aPcga7aJPsz8nTMztT2,54,1,52.0,1,54.0,66.0,1,160.0,2.0,1,2,2
347687,8bj3D2AoUyXRyqzobM2FEXDs2XV2,36,1,35.0,1,36.0,61.0,1,165.0,1.0,1,2,2
347723,8c24EHgBpGPtzpfvTX58kXuljE32,94,0,93.0,1,94.0,60.0,0,170.0,3.0,1,1,1
347817,8c8fUS4mPiRBS3HUfSmS9GTRO5v2,101,1,100.0,1,101.0,71.0,1,161.0,2.0,1,2,2
347918,8cLgT6FuIVY95rHCYcbXJ8vJPPQ2,38,1,37.0,1,38.0,54.0,1,165.0,1.0,1,1,1
347956,8d0UBt04GSO1rNQtugFkQ787zbj2,89,0,88.0,1,89.0,62.0,1,163.0,2.0,1,1,1
348045,8dFPYCg7cUWv1ndh2AkvpoUrClJ2,101,1,100.0,1,101.0,61.0,1,163.0,1.0,1,1,1
348146,8dPKWAciRlNG4zOI3XZIRhIpED02,154,0,153.0,1,154.0,62.0,1,161.0,2.0,1,2,2
348300,8dxjoFPeFLVpdSaLl0xJX3IXtkF3,172,0,171.0,1,172.0,63.0,1,160.0,3.0,1,2,2
348472,8e5DO5cPfMZ0D6GAnh6I7QtPdWt1,111,1,110.0,1,111.0,63.0,1,159.0,2.0,1,2,2
348583,8eA500LZFobCX4ddwgfCK9PYebM2,32,1,31.0,1,32.0,57.0,1,160.0,1.0,1,1,1
348615,8eCayOW5tVRmbXi3Jki5urhHWOo2,89,1,88.0,1,89.0,60.0,1,170.0,2.0,2,1,1
348704,8efBu3sLJWdG1N7WoiRlcE5C7kN2,111,1,110.0,1,111.0,61.0,1,171.0,3.0,1,1,1
348815,8eu9QKrdJChSuI2QKg1WMscJhCE2,58,1,57.0,1,58.0,65.0,1,162.0,1.0,1,1,1
348873,8f0uV1s1ZXbPXcv8MnH6SEjw81t2,33,1,32.0,1,33.0,67.0,1,163.0,1.0,1,1,1
348906,8fHhhB416SZlZwv4Fk3OQfLvBfn1,140,0,139.0,1,140.0,64.0,1,174.0,2.0,1,2,2
349046,8fQ1XBrKjTNvgzCRqw5IsY6bITc2,354,1,353.0,1,354.0,68.0,1,157.0,1.0,1,1,1
349400,8fQJ05FNfiOpABygRmFV4KTYHkS2,111,1,110.0,1,111.0,65.0,1,167.0,1.0,1,2,2
349511,8faHetjkBHNrB0cJupENFz3ZWS43,30,1,29.0,1,30.0,52.0,1,154.0,1.0,1,1,1
349541,8fgo3VZwVLfsKaxVvppvVDqLfrk2,430,0,429.0,1,430.0,67.0,1,164.0,2.0,1,2,2
349971,8flnf5EO0oQdZ9HA1G1GNaCx3YI3,1,1,0.0,1,1.0,60.0,0,170.0,2.0,2,1,1
349972,8fxPoTSsVcXenEaxNTLCYtUe0b12,26,1,25.0,1,26.0,55.0,1,150.0,1.0,1,1,1
349998,8g6WUMpxX0YpNCeROV5r3PIKJ4l2,232,0,231.0,1,232.0,67.0,1,156.0,2.0,1,2,2
350230,8gMmvgKvN0hrW14GtZ5GkJc8fQA3,261,1,260.0,1,261.0,57.0,1,162.0,1.0,1,1,1
350491,8gQGeT5azSZBQ6wtBd3oL8VfVK62,112,1,111.0,1,112.0,62.0,1,155.0,2.0,1,2,2
350603,8gXmV5gi7MYMcUSpLstzSBN9CKf2,36,1,35.0,1,36.0,72.0,1,165.0,1.0,1,1,1
350639,8geJ6hDPB2UfjuCIF6r4wuetSMw2,289,1,21.0,5,57.8,61.0,1,169.0,1.0,1,1,1
350928,8gfNtq9neGXkJrvAvmnSSRQL0zN2,153,0,152.0,1,153.0,65.0,1,160.0,1.0,1,2,2
351081,8gtR3ie26xdR88zE7tMoXNCSJ5v1,30,1,29.0,1,30.0,58.0,1,158.0,1.0,1,2,2
351111,8gzhpbHOqDTgtNV5XNhv26gqcxj2,150,1,148.0,1,150.0,76.0,1,167.0,2.0,1,2,2
351261,8h5iOrddqbNpgACPKBCPfnVQsdy2,302,1,301.0,1,302.0,60.0,0,183.0,1.0,1,1,1
351563,8h8Hu3nCXdSWvkYCo09r68xrs0B3,45,1,44.0,1,45.0,60.0,1,175.0,1.0,1,1,1
351608,8hAkAHayBNSz7D9NAGpT5jKKwGT2,112,1,111.0,1,112.0,78.0,1,162.0,2.0,1,3,2
351720,8hGYk42y76dhBw7JYuetqogkurC3,71,1,70.0,1,71.0,60.0,1,167.0,2.0,1,2,2
351791,8hO2Zt74hgRMbQkg3ERKF6EhbAN2,102,1,101.0,1,102.0,61.0,1,167.0,2.0,1,2,2
351893,8hOr1GJBptOhP2l2mvlVtoLDNd02,95,1,94.0,1,95.0,61.0,1,170.0,2.0,2,1,1
351988,8hedXnwgyuXHUz9o0M3FsSO3n6j1,74,1,73.0,1,74.0,61.0,1,148.0,1.0,1,1,1
352062,8hioNET1ZoYcPC4D312hASiKOfR2,180,0,179.0,1,180.0,68.0,1,167.0,1.0,1,2,2
352242,8hnIIGL4VLfzIwo5mhOBZXnav1O2,57,1,56.0,1,57.0,52.0,1,169.0,1.0,1,1,1
352299,8hpnlDIiHsPxhwua7krnq1VoiEQ2,51,1,50.0,1,51.0,56.0,1,155.0,1.0,1,1,1
352350,8i3zmwQNeNaN3sI7LusG6G7HYsu2,40,1,13.0,2,20.0,62.0,1,159.0,2.0,1,2,2
352390,8iYs7OTIJAPRLwuCC3pOJeVCSLZ2,28,1,27.0,1,28.0,54.0,1,159.0,1.0,1,1,1
352418,8ixprrTzUJZ4IattOH8NUOXG49E2,223,0,222.0,1,223.0,50.0,1,154.0,1.0,2,2,2
352641,8j9gKyYuKbZOIDYNYTXeTO521jh1,111,1,110.0,1,111.0,58.0,1,165.0,2.0,1,2,2
352752,8jGp6Xnrr7Xi9Q1dM7ET17T14Nm1,51,1,50.0,1,51.0,62.0,1,164.0,1.0,1,1,1
352803,8jIsC9LX2WhuJgJcj8nsnvBlJcF3,22,1,21.0,1,22.0,62.0,1,162.0,3.0,1,1,1
352825,8jKF2NHMXBVwdkJVbDiFXmM1JiJ3,130,1,129.0,1,130.0,72.0,1,167.0,2.0,1,2,2
352955,8jk0yjLsyshpxziGEjbuOYzJV7F2,49,1,48.0,1,49.0,60.0,1,160.0,2.0,1,2,2
353004,8jkeEoprRyPzWPzq7HI5AalXWNA2,123,1,56.0,2,61.5,65.0,1,156.0,2.0,1,1,1
353127,8juYhjrlVbQ4dzxpmzhYrAntHHh1,144,0,143.0,1,144.0,61.0,1,158.0,2.0,1,2,2
353271,8jyB67bywDdSVSZmcwfpmlwZaXJ3,129,0,128.0,1,129.0,47.0,0,168.0,1.0,1,1,1
353400,8jynq6ekf8ZhboADmZ3leVbJYsw1,112,1,111.0,1,112.0,64.0,1,155.0,2.0,1,1,1
353512,8kBAaGfL2LUQne3wzOJPelXdLy43,172,1,89.0,2,86.0,67.0,1,155.0,1.0,1,1,1
353684,8kYQtNbd69YIDmfAb7fQBTRbqyu2,52,1,51.0,1,52.0,60.0,1,159.0,1.0,1,2,2
353736,8kj1RTpNi2PcYZ2z7nnhjbBjg7j1,52,1,7.0,4,13.0,52.0,1,159.0,1.0,1,1,1
353788,8l9VDQDsYWd3tfNuItfzcpxU7C83,123,1,122.0,1,123.0,62.0,1,150.0,2.0,1,2,2
353911,8lJufugP2saixoUdPLy8VgTTer22,75,0,11.0,4,18.75,59.0,1,158.0,2.0,1,2,2
353986,8lRITEexSYWHO1Zbn09x4jJqR3B3,26,1,25.0,1,26.0,63.0,1,158.0,1.0,1,1,1
354012,8lgrHiQ5uKRfgzswjN9gfYygA5n1,27,1,26.0,1,27.0,66.0,1,167.0,2.0,1,3,2
354039,8m0tvxZ1a2fAktPNtSwUlCrnDT23,102,1,101.0,1,102.0,60.0,1,162.0,2.0,1,2,2
354141,8m12M5id4bSsLa5R1mRkPweo3gi1,59,1,58.0,1,59.0,56.0,1,148.0,1.0,1,1,1
354200,8m2ch4hoR4diB3iQsBhZ4RfYSSI3,78,0,77.0,1,78.0,60.0,1,169.0,2.0,1,1,1
354278,8m3dUDoNYJdBK3fDGy8ffXcQQD73,193,0,191.0,1,193.0,71.0,1,161.0,2.0,1,2,2
354471,8mJ8V1hIMCfj0fZjvl11S26XXsl2,291,1,290.0,1,291.0,60.0,1,170.0,1.0,1,2,2
354762,8mN7M1vdKwRNQBTJfZntLrx5M8H2,99,0,98.0,1,99.0,61.0,1,153.0,2.0,1,2,2
354861,8mRzGy7krsNhwebigszCHz8KWPN2,82,1,81.0,1,82.0,62.0,1,169.0,1.0,1,1,1
354943,8maAVSlimjPRGGRhIAAEXDTvm0p1,176,0,175.0,1,176.0,76.0,1,167.0,2.0,1,2,2
355119,8msHk636iBe31E4FG64lGl791jB3,127,0,126.0,1,127.0,67.0,1,160.0,2.0,1,2,2
355246,8myZXUt275OWNBMIgKReOmRzF8w2,35,0,5.0,5,7.0,57.0,1,169.0,1.0,1,1,1
355281,8mzsBCMJ58UnISmjqANKcJcmHqS2,21,1,20.0,1,21.0,53.0,1,168.0,1.0,1,1,1
355302,8nAnPm478scVS2ZEgX5vXpZVQ1i2,92,1,91.0,1,92.0,60.0,1,152.0,2.0,1,1,1
355394,8nPXdfaKyuSedYuWqJk6XsDFNFG2,138,1,137.0,1,138.0,51.0,1,169.0,2.0,2,2,2
355532,8nVYToo6sEd6TGa0bHh2nbEVEAq2,60,1,59.0,1,60.0,64.0,1,170.0,3.0,2,2,2
355592,8ni8ZuEJ6oYN78wrJCeII1U3GBG3,22,1,21.0,1,22.0,54.0,1,156.0,3.0,1,1,1
355614,8nsc5luaZ2eCPGWOIekMbJGUfws2,97,1,96.0,1,97.0,61.0,0,180.0,1.0,1,2,2
355711,8oLcwngnqlXDGYGuLiB3iVpcRpf1,103,1,102.0,1,103.0,69.0,1,170.0,2.0,2,2,2
355814,8oWXMhaDhSOnhHUKdHnGzEm02qi1,72,1,71.0,1,72.0,67.0,1,160.0,1.0,1,1,1
355886,8ocAbD72RhfHwcGCeDoQCedqPvo2,119,1,118.0,1,119.0,63.0,1,165.0,3.0,1,2,2
356005,8onZ3dFgPqe90fwp7bMyO9OkltG2,50,1,14.0,3,16.666666666666668,52.0,1,153.0,1.0,1,1,1
356055,8orIJGxfKEMee3BZ5CWqkM6x2cR2,90,1,89.0,1,90.0,60.0,1,166.0,1.0,1,2,2
356145,8p3kV9KlwoawmRrGYo8YwhiTCHy1,32,1,31.0,1,32.0,60.0,1,170.0,1.0,1,1,1
356177,8p94zC8L5UPJYJNbX1nSt4x2EBw1,42,1,41.0,1,42.0,60.0,1,170.0,2.0,1,2,2
356219,8pC9nlfit2N1nYwzcvpkETsh5Tc2,31,1,30.0,1,31.0,65.0,1,165.0,2.0,2,3,2
356250,8pEHG0kCjqYBzAXnBSIybwIMDHx1,112,1,110.0,1,112.0,63.0,1,160.0,2.0,1,2,2
356362,8pEje51Cbhb87JPghWLTKBzFFM23,176,1,175.0,1,176.0,61.0,1,171.0,1.0,1,1,1
356538,8pGpQK9fhdUJ6JpwA05HW8jCEBE3,190,1,189.0,1,190.0,62.0,1,167.0,1.0,2,1,1
356728,8pTRuL8obagbxnppIBCLX1MVGv02,197,0,196.0,1,197.0,62.0,1,153.0,2.0,1,2,2
356925,8q1XnG3X7NOpiy2CGAusrjGDOkh1,163,0,105.0,3,54.333333333333336,68.0,1,159.0,2.0,1,1,1
357088,8qCBF7atG3RrskwyWaNlnzBK4HI3,43,1,42.0,1,43.0,65.0,1,160.0,1.0,1,1,1
357131,8qGy5VF2AVROw7PWUOxN9C2UmLe2,56,1,55.0,1,56.0,60.0,1,168.0,2.0,1,1,1
357187,8qLeQa6CZwaxbtWDGzKfCI0Wt5h2,26,1,25.0,1,26.0,60.0,1,155.0,1.0,1,1,1
357213,8qO3iLlN90ZXTUOPKzmGyy4URIf2,145,1,144.0,1,145.0,72.0,0,170.0,2.0,1,2,2
357358,8qXttiIiQYUZ2cjq5GbtloaLXoJ3,19,1,18.0,1,19.0,60.0,0,170.0,3.0,1,2,2
357377,8qYXcQlOt1TUjVMG7KUkLKz0vKD2,24,1,23.0,1,24.0,59.0,0,169.0,1.0,1,1,1
